Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
5/4/2012,365.55,366.5,351.35,358,357.8813715,70607,2581,25268930,24953,35.34,15.15,-7.55
5/3/2012,377.5,380,366.4,367.95,372.8727627,54473,2083,20311498,18995,34.87,13.6,-9.55
5/2/2012,393.1,397,378.5,380.75,387.5851597,52519,2051,20355585,19618,37.35,18.5,-12.35
4/30/2012,396.95,397.25,389,392.1,392.711588,30290,1164,11895234,8630,28.49,8.25,-4.85
4/28/2012,392.5,395,388,393.9,392.7212835,11718,368,4601908,6064,51.75,7,1.4
4/27/2012,412.1,413.8,386.15,394.25,399.2397064,81871,3253,32686154,23562,28.78,27.65,-17.85
4/26/2012,410.75,416.5,406,410.95,412.2341874,181564,5479,74846888,44799,24.67,10.5,0.2
4/25/2012,397,414,395.15,407.6,406.0272181,255565,9207,103766346,38095,14.91,18.85,10.6
4/24/2012,395.5,402.8,381,395.55,391.1438807,167757,5143,65617124,39996,23.84,21.8,0.05
4/23/2012,392.45,402,385.05,389.2,394.3097836,155373,5595,61265094,33555,21.6,16.95,-3.25
4/19/2012,381,398,376.9,395.45,389.286595,87266,3064,33971484,20230,23.18,21.1,14.45
4/18/2012,390,393.8,378.65,381.05,386.4572464,75631,2480,29228148,21892,28.95,15.15,-8.95
4/17/2012,369,386.95,368.95,385.15,379.9709986,216610,7004,82305518,61474,28.38,18,16.15
4/16/2012,357,372,357,369.05,366.9841234,70859,2474,26004128,8383,11.83,15,12.05
4/13/2012,365.95,372,356.3,358.95,365.580039,87070,2662,31831054,38136,43.8,15.7,-7
4/12/2012,350,365,348.45,363.8,359.4493194,77949,3403,28018715,23159,29.71,16.55,13.8
4/11/2012,344.3,353.85,344,346.4,347.5335471,30882,1888,10732531,12240,39.63,9.85,2.1
4/10/2012,353,354.2,345.4,350.65,349.556966,22215,976,7765408,4877,21.95,8.8,-2.35
4/9/2012,361.1,363.95,347.05,349.3,353.7079026,47984,1514,16972320,22575,47.05,16.9,-11.8
4/4/2012,369,377.9,362.55,364.45,369.5895501,51675,1905,19098540,16040,31.04,15.35,-4.55
4/3/2012,366.25,371.85,364,368.1,368.5942105,39831,1612,14681476,11247,28.24,7.85,1.85
4/2/2012,357.5,364.25,356.15,361.25,360.3582201,24002,1414,8649318,9086,37.86,8.1,3.75
3/30/2012,341.9,357.7,341.9,355.6,352.9727859,23554,1254,8313921,7196,30.55,15.8,13.7
3/29/2012,349,352,338.45,340.95,344.6654932,27270,1825,9399028,11218,41.14,13.55,-8.05
3/28/2012,354,364.5,349.55,350.7,357.5587951,41330,2542,14777905,9194,22.25,14.95,-3.3
3/27/2012,362,364.95,353.15,354.85,357.3424983,28660,1425,10241436,6825,23.81,11.8,-7.15
3/26/2012,365.1,366.5,354,355.85,360.7874037,14671,870,5293112,5243,35.74,12.5,-9.25
3/23/2012,371.9,375.5,362.5,364.9,368.3417501,25861,1591,9525686,7148,27.64,13,-7
3/22/2012,384,393.3,365.55,369.05,383.468514,26345,1511,10102478,6976,26.48,27.75,-14.95
3/21/2012,373.5,385.3,367,383.1,379.1026918,24296,1309,9210679,8534,35.13,18.3,9.6
3/20/2012,364,374.8,358.6,372.85,370.0949354,28314,1173,10478868,7651,27.02,16.2,8.85
3/19/2012,379.75,379.75,362,364.25,367.750379,18468,710,6791614,7196,38.96,17.75,-15.5
3/16/2012,376.15,387.45,374,376.2,381.2266758,23452,1290,8940528,4702,20.05,13.45,0.05
3/15/2012,390,390,375.45,379.55,381.7393117,18712,1128,7143106,6132,32.77,14.55,-10.45
3/14/2012,399.95,400.7,389,390.75,394.9935414,64255,2555,25380310,16246,25.28,11.7,-9.2
3/13/2012,377,393.15,375.3,389.75,385.4139675,64278,2123,24773639,16413,25.53,17.85,12.75
3/12/2012,373,381.9,368,373.1,374.4443445,25559,1181,9570423,7029,27.5,13.9,0.1
3/9/2012,353.7,373.65,353.7,372.15,365.6924482,61879,2669,22628683,15672,25.33,19.95,18.45
3/7/2012,350.8,354,343.3,347.75,348.3902687,21662,1153,7546830,6413,29.6,10.7,-3.05
3/6/2012,358,370,350,352.1,360.9055863,30038,1668,10840882,6549,21.8,20,-5.9
3/5/2012,367.1,378.05,359,360.6,368.290376,50135,2318,18464238,11437,22.81,19.05,-6.5
3/3/2012,370,370,366,366.75,367.4329526,4728,118,1737223,3110,65.78,4,-3.25
3/1/2012,379.7,383.35,360,367.2,372.0727965,41774,1899,15542969,6773,16.21,23.35,-12.5
2/29/2012,375,385,372,377.6,377.9284914,40163,1527,15178742,7788,19.39,13,2.6
2/28/2012,356,373.05,353,371.85,365.7777778,36639,2020,13401732,7914,21.6,20.05,15.85
2/27/2012,372,375,352,353.7,360.111793,24116,1202,8684456,8045,33.36,23,-18.3
2/24/2012,371.25,381.4,367.25,371.75,373.4850111,29255,1440,10926304,6998,23.92,14.15,0.5
2/23/2012,392.5,392.5,366.35,371.25,376.2039312,39072,2181,14699040,13471,34.48,26.15,-21.25
2/22/2012,411.1,422,385,388.25,403.8544138,37428,2056,15115463,14046,37.53,37,-22.85
2/21/2012,416,424,416,417.45,419.2262941,24804,1035,10398489,7302,29.44,8,1.45
2/17/2012,428.75,441.7,413.5,417.7,428.710844,99161,3462,42511396,33819,34.11,28.2,-11.05
2/16/2012,425,439.55,418,424.35,430.6985188,54010,2536,23262027,8275,15.32,21.55,-0.65
2/15/2012,424,426,410,421.95,419.1880795,108183,3897,45349024,30314,28.02,16,-2.05
2/14/2012,387,423.7,386.45,417.35,411.7281758,270079,9790,111199134,39712,14.7,37.25,30.35
2/13/2012,374.7,385,363.85,383.05,377.9484699,44343,1912,16759369,9105,20.53,21.15,8.35
2/10/2012,382.8,386.15,368,371,376.9736743,26590,1434,10023730,6700,25.2,18.15,-11.8
2/9/2012,376.8,383.65,376.05,379.9,378.9904924,48803,1625,18495873,26617,54.54,7.6,3.1
2/8/2012,364,378.8,358.5,374.85,371.2347638,29059,1650,10787711,5808,19.99,20.3,10.85
2/7/2012,380,384.5,357.8,363.9,372.6243274,14124,1072,5262946,6474,45.84,26.7,-16.1
2/6/2012,379.8,387.55,375.9,378,381.9254824,36072,1833,13776816,8935,24.77,11.65,-1.8
2/3/2012,372,379.8,368.75,377.25,375.5204951,43791,2125,16444418,10385,23.71,11.05,5.25
2/2/2012,357.55,373.7,355.3,370.1,364.4549514,98527,3765,35908653,19553,19.85,18.4,12.55
2/1/2012,337,354.7,337,349.55,346.6504038,48905,2372,16952938,10349,21.16,17.7,12.55
1/31/2012,332,342,326.7,336.9,334.7166074,57655,2918,19298086,19494,33.81,15.3,4.9
1/30/2012,352.5,352.5,330.25,333.45,340.3418158,38000,1671,12932989,17740,46.68,22.25,-19.05
1/27/2012,366.15,369.8,352.5,354.05,358.3120997,58398,2405,20924710,17492,29.95,17.3,-12.1
1/25/2012,381.95,387.4,365.35,368.4,374.915645,61585,2716,23089180,17978,29.19,22.05,-13.55
1/24/2012,377,386.9,373,378.4,379.1906814,39448,1978,14958314,5725,14.51,13.9,1.4
1/23/2012,380,383.45,367,372.45,372.5842128,14024,817,5225121,3849,27.45,16.45,-7.55
1/20/2012,380,390.45,377,379.65,384.0960647,22006,1107,8452418,5539,25.17,13.45,-0.35
1/19/2012,375,384.65,374.05,376.8,379.2682129,23541,1091,8928353,4439,18.86,10.6,1.8
1/18/2012,392.4,392.4,365,370.8,379.3355493,36403,1351,13808952,10889,29.91,27.4,-21.6
1/17/2012,389.95,397,388.05,392.45,392.0195202,52100,2037,20424217,14423,27.68,8.95,2.5
1/13/2012,352,372.15,315.65,370.9,365.2158608,47072,2195,17191441,15474,32.87,56.5,18.9
1/12/2012,364,368.9,347,351.5,356.9071657,32488,1783,11595200,12021,37,21.9,-12.5
1/11/2012,344.35,369,336.7,363.3,355.6787501,70979,2969,25245722,14432,20.33,32.3,18.95
1/10/2012,331.7,341.8,330.75,340.25,338.7609436,43153,1781,14618551,16389,37.98,11.05,8.55
1/9/2012,310.65,332,306,327.9,325.6874739,78899,3542,25696416,10547,13.37,26,17.25
1/7/2012,308.75,312,307.25,308.8,307.7225867,1067,84,328340,691,64.76,4.75,0.05
1/6/2012,311.8,315.45,300.55,309.7,307.3157895,20197,1208,6206857,2627,13.01,14.9,-2.1
1/5/2012,312,322,308.6,312.3,315.8511859,23358,1189,7377652,7185,30.76,13.4,0.3
1/4/2012,305,322,305,314.85,315.284516,29805,1740,9397055,7077,23.74,17,9.85
1/3/2012,300.95,313.8,300.95,311.7,309.9842182,82500,2872,25573698,12244,14.84,12.85,10.75
1/2/2012,298.95,301.85,293.35,298.85,297.8326192,10969,672,3266926,3496,31.87,8.5,-0.1
12/30/2011,291.05,301.7,286.5,295.5,293.2815909,11918,1015,3495330,2604,21.85,15.2,4.45
12/29/2011,287,296.55,286.55,292.95,292.3730034,17780,820,5198392,6122,34.43,10,5.95
12/28/2011,300,300,284.55,289.75,291.9714518,20877,1084,6095488,8557,40.99,15.45,-10.25
12/27/2011,307.5,313.95,296.05,299.35,304.6306863,30248,1285,9214469,11050,36.53,17.9,-8.15
12/26/2011,308,313.5,307.1,309.15,309.7634037,20237,692,6268682,7249,35.82,6.4,1.15
12/23/2011,319,324.5,306.9,310.25,318.0846592,42677,1990,13574899,7046,16.51,17.6,-8.75
12/22/2011,292,313.2,280,310.95,302.9315665,78821,3245,23877369,11058,14.03,33.2,18.95
12/21/2011,305.45,307.5,291.65,299.6,299.8704321,33604,1238,10076846,12609,37.52,15.85,-5.85
12/20/2011,303.15,309,291.5,298.35,297.3933419,32862,1620,9772940,4915,14.96,17.5,-4.8
12/19/2011,317,317,298.25,304.85,304.6063978,47985,1629,14616538,20690,43.12,18.75,-12.15
12/16/2011,334.5,336.3,317.5,318.8,328.5942035,22945,1125,7539594,5240,22.84,18.8,-15.7
12/15/2011,344.25,344.5,324.05,326.7,331.1892604,40970,1333,13568824,14515,35.43,20.45,-17.55
12/14/2011,353,359.45,343,345.5,352.3093527,37155,1354,13090054,9422,25.36,16.45,-7.5
12/13/2011,350,363,347.05,358.15,353.0261704,12304,863,4343634,4871,39.59,15.95,8.15
12/12/2011,352.1,363.45,352.1,353.35,355.8491151,10001,686,3558847,2647,26.47,11.35,1.25
12/9/2011,360,363.05,351,358.15,357.7220107,20749,1185,7422374,4378,21.1,12.05,-1.85
12/8/2011,381.4,383.9,361,363.05,371.351339,43653,2468,16210600,21158,48.47,22.9,-18.35
12/7/2011,396,399,382.3,384.5,388.9961288,20149,1747,7837883,9896,49.11,16.7,-11.5
12/5/2011,395,403,389.05,390.65,394.114092,28030,1531,11047018,12561,44.81,13.95,-4.35
12/2/2011,386,397.5,377.5,395.25,387.2637027,36708,2220,14215676,4969,13.54,20,9.25
12/1/2011,393,404.5,388,391.7,395.5909531,33028,1611,13065578,11062,33,16.5,-1.3
11/30/2011,392,392,376.55,383.25,380.5020214,58374,2692,22211425,7511,12.87,15.45,-8.75
11/28/2011,422,425,409.6,416.05,416.2088319,14040,1045,5843572,4234,30.16,15.4,-5.95
11/25/2011,417.7,425,410.05,413.35,414.9229694,29326,1464,12168031,15971,54.46,14.95,-4.35
11/24/2011,419,437,399.2,425.55,412.6675019,35519,2283,14657537,5606,15.78,37.8,6.55
11/23/2011,425.35,428,417.2,421.15,423.4976583,5765,409,2441464,2499,43.35,10.8,-4.2
11/22/2011,423,433.95,423,429.7,430.3759502,13023,601,5604786,4875,37.43,10.95,6.7
11/21/2011,440,445,426.6,430.15,434.6904305,17702,917,7694890,4742,26.79,18.4,-9.85
11/18/2011,443,463.5,422.5,442.05,435.6049847,40925,2414,17827134,6201,15.15,41,-0.95
11/17/2011,490,490,441.6,450.05,453.7623466,101526,5202,46068676,23045,22.7,48.4,-39.95
11/16/2011,514.15,519.95,492,495.4,499.4624284,9249,808,4619528,2726,29.47,27.95,-18.75
11/15/2011,512,524,508,513.3,515.5851973,5499,511,2835203,2040,37.1,16,1.3
11/14/2011,525,525,512,513.55,516.4735232,4249,306,2194496,2512,59.12,13,-11.45
11/11/2011,524.9,524.9,514,516.7,518.427713,5658,558,2933264,2214,39.13,10.9,-8.2
11/9/2011,535,539,520,524.85,529.8493976,5644,411,2990470,1805,31.98,19,-10.15
11/8/2011,535,540,531.1,533.7,536.7243295,4139,338,2221502,1624,39.24,8.9,-1.3
11/4/2011,531,542,527.4,532.1,536.3463312,26235,1364,14071046,8762,33.4,14.6,1.1
11/3/2011,524,531.8,520,526.15,524.6553778,5876,504,3082875,2259,38.44,11.8,2.15
11/2/2011,522,527,516.55,521.8,521.71361,4651,460,2426490,1375,29.56,10.45,-0.2
11/1/2011,535,535,519,521.4,525.2603512,4613,422,2423026,1791,38.83,16,-13.6
10/31/2011,532.95,535.65,530.5,534.35,533.6506096,3363,274,1794667,1632,48.53,5.15,1.4
10/28/2011,539,542,530,533.1,535.497581,6821,405,3652629,4310,63.19,12,-5.9
10/26/2011,522.9,533,522.9,531.35,530.1470875,3073,309,1629142,1300,42.3,10.1,8.45
10/25/2011,512.1,528.35,509.1,523.45,518.9749788,16546,1154,8586960,2198,13.28,19.25,11.35
10/24/2011,522,526.95,511.3,513.25,518.2142334,5466,577,2832559,1998,36.55,15.65,-8.75
10/21/2011,522,529,516.35,520.95,525.0360517,4022,419,2111695,2200,54.7,12.65,-1.05
10/20/2011,523,527,518.5,521.35,523.1024636,3572,301,1868522,1021,28.58,8.5,-1.65
10/19/2011,527.85,530,522,527.3,526.1320374,5453,1318,2868998,1990,36.49,8,-0.55
10/18/2011,536,538.7,521.2,523.45,528.2527933,5012,557,2647603,2447,48.82,17.5,-12.55
10/17/2011,548.9,550.8,538.15,539.95,540.9497543,6309,330,3412852,3845,60.94,12.65,-8.95
10/14/2011,539.9,556,539.9,545.15,550.3321926,12565,947,6914924,1705,13.57,16.1,5.25
10/13/2011,547.95,549,539.05,541.45,543.9059102,4230,445,2300722,1144,27.04,9.95,-6.5
10/12/2011,526.1,548.05,526.05,543.5,538.8547187,12906,728,6954459,6510,50.44,22,17.4
10/11/2011,530.15,535,520.9,529.1,526.8240643,10447,769,5503731,1998,19.13,14.1,-1.05
10/10/2011,513.9,530,513.9,523.95,520.3551974,6205,495,3228804,2498,40.26,16.1,10.05
10/7/2011,501,516.6,501,513.95,509.1442096,10880,887,5539489,3749,34.46,15.6,12.95
10/5/2011,510.7,512.7,486.25,492,498.4270306,12238,919,6099750,3286,26.85,26.45,-18.7
10/4/2011,512,517.85,502.15,507.15,509.7586022,7469,559,3807387,2377,31.82,15.7,-4.85
10/3/2011,512.85,518.85,510,513.2,512.4490815,6206,347,3180259,2531,40.78,8.85,0.35
9/30/2011,517.1,534,517,519.45,525.1877381,8139,852,4274503,2129,26.16,17,2.35
9/29/2011,508,521.95,504.95,519.45,513.9270967,5473,636,2812723,1342,24.52,17,11.45
9/28/2011,522.45,528.7,506.9,512.7,518.7816405,8083,816,4193312,2791,34.53,21.8,-9.75
9/27/2011,523,526,520,522.95,522.9218978,8220,602,4298418,3213,39.09,6,-0.05
9/26/2011,518,519,505.05,514.1,512.9757875,8508,777,4364398,3040,35.73,13.95,-3.9
9/23/2011,523.9,529.65,516.05,520.35,522.0601592,61570,827,32143244,55888,90.77,13.6,-3.55
9/22/2011,535.1,540.9,524,531.45,533.1675888,6868,679,3661795,2323,33.82,16.9,-3.65
9/21/2011,550.7,555.85,542.1,545.5,549.5327033,9311,701,5116699,3381,36.31,13.75,-5.2
9/20/2011,530,553.7,530,550.65,545.8719175,23844,1384,13015770,6580,27.6,23.7,20.65
9/19/2011,530.45,531.8,523,528.7,528.5174802,3032,266,1602465,1319,43.5,8.8,-1.75
9/16/2011,537,540,525.1,527.7,533.3767693,9255,655,4936402,2927,31.63,14.9,-9.3
9/14/2011,527,533.7,521,528.15,527.6510984,10106,698,5332442,2418,23.93,12.7,1.15
9/13/2011,522,532.7,520.3,525.25,527.5794515,15972,1007,8426499,6522,40.83,12.4,3.25
9/12/2011,536.8,538.8,511.25,519.8,524.8553874,20752,1099,10891799,7137,34.39,27.55,-17
9/9/2011,556.05,558.85,545,547.85,552.4005719,8393,740,4636298,3067,36.54,13.85,-8.2
9/8/2011,551.05,572,551.05,557.7,563.478836,18144,1155,10223760,4553,25.09,20.95,6.65
9/7/2011,542,557.6,541.7,551.85,552.2244249,10694,753,5905488,3821,35.73,15.9,9.85
9/6/2011,532,545,531,538.15,538.8924375,6638,562,3577168,3025,45.57,14,6.15
9/5/2011,526,549.95,519.1,540.85,538.7679328,15112,1235,8141861,4198,27.78,30.85,14.85
9/2/2011,515,531.25,511,526.65,524.8512728,9467,505,4968767,3602,38.05,20.25,11.65
8/30/2011,525.15,530,511.1,519.3,520.6870731,11565,784,6021746,3531,30.53,18.9,-5.85
8/29/2011,507,529,501.9,521.9,511.774757,22327,1112,11426395,11097,49.7,27.1,14.9
8/26/2011,515,517.6,493,499.05,502.1239002,30686,1223,15408174,22355,72.85,24.6,-15.95
8/25/2011,535,540,516,520.4,525.0205794,5005,509,2627728,1778,35.52,24,-14.6
8/24/2011,533.3,541.95,530.05,531.65,534.4701601,4809,440,2570267,1484,30.86,11.9,-1.65
8/23/2011,527,534.5,525,531.9,531.5319014,7868,548,4182093,2416,30.71,9.5,4.9
8/22/2011,514.5,527.9,512,521.85,520.4560484,13731,814,7146382,4622,33.66,15.9,7.35
8/19/2011,505,516.5,496,513.85,508.3671705,25209,1149,12815428,12109,48.03,20.5,8.85
8/18/2011,532.7,532.7,510,513.45,517.9341073,13006,1017,6736251,2936,22.57,22.7,-19.25
8/17/2011,526.5,534.8,522,531.75,529.7017754,10026,663,5310790,1553,15.49,12.8,5.25
8/16/2011,554,558,526,529.25,537.5639602,8646,832,4647778,2852,32.99,32,-24.75
8/11/2011,547,555,545,548.5,549.8206354,10671,645,5867136,2865,26.85,10,1.5
8/10/2011,551,554.25,541,549.45,549.0450543,16469,1067,9042223,3065,18.61,13.25,-1.55
8/9/2011,539.7,548,523.05,533.95,536.2606318,27794,1577,14904828,5304,19.08,24.95,-5.75
8/8/2011,540.05,557.5,532.15,550.1,543.933325,24012,1459,13060927,5021,20.91,25.35,10.05
8/5/2011,568,573.9,538.5,551.45,552.3638692,42944,2542,23720714,11027,25.68,35.4,-16.55
8/4/2011,590,597,577.1,580.45,589.5836922,31347,1588,18481680,6879,21.94,19.9,-9.55
8/3/2011,572,591.6,572,586.4,584.2145881,38977,1956,22770932,6478,16.62,19.6,14.4
8/2/2011,595,598.95,576.1,584.45,585.949617,28462,1822,16677298,3426,12.04,22.85,-10.55
8/1/2011,570.55,598.2,570.55,595.35,589.8239207,78777,2927,46464559,20610,26.16,27.65,24.8
7/29/2011,568.5,585,568,571.95,576.7721034,72783,2723,41979204,25508,35.05,17,3.45
7/28/2011,505.35,579,457.8,574.4,565.8947033,130137,4705,73643839,26730,20.54,121.2,69.05
7/27/2011,490,574.8,490,560.55,557.7150561,284256,9122,158533851,58465,20.57,84.8,70.55
7/26/2011,570,575.9,557.85,560.3,566.6937293,147559,4336,83620760,39912,27.05,18.05,-9.7
7/25/2011,590.7,591,567,574.85,574.0555881,149996,2589,86106042,101880,67.92,24,-15.85
7/22/2011,583.95,595.75,580.05,593.1,589.4948183,47282,1749,27872494,10491,22.19,15.7,9.15
7/21/2011,581.7,586.15,573.5,578.5,579.2339867,30100,1061,17434943,11057,36.73,12.65,-3.2
7/20/2011,591.7,596.95,573.1,577,582.8308299,44139,1923,25725570,9346,21.17,23.85,-14.7
7/19/2011,609.7,610,585.1,587.6,596.084637,80414,3386,47933550,12650,15.73,24.9,-22.1
7/18/2011,577,613,576.3,606.55,601.678583,215642,6564,129747173,53028,24.59,36.7,29.55
7/15/2011,571.5,577.9,570,574.15,573.8621172,39345,1061,22578605,13232,33.63,7.9,2.65
7/14/2011,558.5,575.2,555.4,568.65,566.2699935,81539,2759,46173089,22042,27.03,19.8,10.15
7/13/2011,537,561.5,536,557.15,549.2445476,115086,3910,63210358,35081,30.48,25.5,20.15
7/12/2011,529.65,543.9,525,533.5,534.1709038,75405,2592,40279157,22962,30.45,18.9,3.85
7/11/2011,533,534.95,526.5,529.2,529.7628395,15538,501,8231455,3609,23.23,8.45,-3.8
7/8/2011,531.5,540.45,528,533.1,535.2460464,62980,1811,33709796,24666,39.16,12.45,1.6
7/7/2011,525,534.9,525,529.8,529.8446159,27609,997,14628480,6869,24.88,9.9,4.8
7/6/2011,532.05,534.7,522.5,523.65,525.9228761,15702,725,8258041,7186,45.76,12.2,-8.4
7/5/2011,542.2,542.2,530,532.85,535.3887493,18310,954,9802968,3949,21.57,12.2,-9.35
7/4/2011,529,542,523,536.55,536.1686721,51526,1777,27626627,10876,21.11,19,7.55
7/1/2011,519.4,527.85,516.15,526.15,523.6972616,34363,1307,17995809,9599,27.93,11.7,6.75
6/30/2011,525.5,529,510.25,513,518.9624765,26037,906,13512226,16330,62.72,18.75,-12.5
6/29/2011,531,533,522,524.25,526.4254688,32047,919,16870357,10302,32.15,11,-6.75
6/28/2011,515,533.6,515,530.95,526.8519745,33832,1003,17824456,10650,31.48,18.6,15.95
6/27/2011,510,532.7,509,514.1,521.2559761,86176,2399,44919755,26476,30.72,23.7,4.1
6/22/2011,527.35,529,510.25,515.65,515.9624697,17346,645,8949885,7873,45.39,18.75,-11.7
6/21/2011,531.85,533,520,523.1,525.9913322,18113,658,9527281,8882,49.04,13,-8.75
6/20/2011,563.85,563.85,498.2,521.75,524.8038112,42087,1404,22087418,17459,41.48,65.65,-42.1
6/17/2011,565,565.85,554.55,555.95,558.078395,10243,512,5716397,4108,40.11,11.3,-9.05
6/16/2011,565,568,559.1,562.15,563.284167,8956,455,5044773,2223,24.82,8.9,-2.85
6/15/2011,575,584.9,565,565.75,572.8404438,44348,1246,25404328,20023,45.15,19.9,-9.25
6/14/2011,574,586.8,569.05,576.1,581.1525876,46144,1607,26816705,10213,22.13,17.75,2.1
6/13/2011,570,577,564.05,571.05,572.1476116,12770,480,7306325,3616,28.32,12.95,1.05
6/10/2011,577,577,566,568.55,570.4661572,6412,385,3657829,3110,48.5,11,-8.45
6/9/2011,571.3,577.35,564.3,573.15,571.3728304,16305,777,9316234,5462,33.5,13.05,1.85
6/8/2011,573.45,577.8,568,569.05,571.4362606,8825,501,5042925,4717,53.45,9.8,-4.4
6/7/2011,571.5,577.35,568.25,571.9,573.2263509,13806,589,7913963,3221,23.33,9.1,0.4
6/6/2011,566,572.7,562,569.75,567.8683186,7708,387,4377129,2696,34.98,10.7,3.75
6/3/2011,584.4,587.7,561.1,568.5,576.1680941,19382,872,11167290,5566,28.72,26.6,-15.9
6/2/2011,571.1,588.45,565.55,575.95,580.0479952,48734,1740,28268059,8244,16.92,22.9,4.85
6/1/2011,563,583.25,563,575.6,576.0161505,46686,2109,26891890,15888,34.03,20.25,12.6
5/31/2011,564,569.5,552.1,563.75,562.7129603,49258,1838,27718115,10402,21.12,17.4,-0.25
5/30/2011,565.1,565.1,542.1,550,550.8542417,20534,742,11311241,7006,34.12,23,-15.1
5/27/2011,548.75,558.8,544.3,547.5,552.6866844,26360,1185,14568821,7989,30.31,14.5,-1.25
5/26/2011,549.65,549.65,535,541.55,541.8201254,24089,1190,13051905,8110,33.67,14.65,-8.1
5/25/2011,552,558,541.25,543.85,550.598394,18680,902,10285178,5470,29.28,16.75,-8.15
5/24/2011,552,563.4,536,552.1,553.5782261,51447,2431,28479939,10814,21.02,27.4,0.1
5/23/2011,564.95,564.95,542.6,544.95,548.6167774,19109,1147,10483518,5732,30,22.35,-20
5/20/2011,550,569.8,550,562.15,563.3280948,37224,1881,20969325,8438,22.67,19.8,12.15
5/19/2011,563,565,546.15,549.85,553.4464326,26378,1078,14598810,10265,38.92,18.85,-13.15
5/18/2011,576.5,577,555.1,560.7,562.7361766,31161,1481,17535422,13109,42.07,21.9,-15.8
5/17/2011,578,582.7,570,573.1,575.7394113,17495,927,10072561,5432,31.05,12.7,-4.9
5/16/2011,581.3,587.4,572.1,576.1,579.4562504,30606,1461,17734838,7624,24.91,15.3,-5.2
5/13/2011,583.5,594.95,575,583.55,585.3946989,52027,2002,30456330,14868,28.58,19.95,0.05
5/12/2011,589.9,594,569.1,578.8,583.3146113,49674,1892,28975570,19784,39.83,24.9,-11.1
5/11/2011,589.9,597,586,587.8,590.4967417,342200,1528,202067985,314788,91.99,11,-2.1
5/10/2011,583.5,594,580.65,585.1,588.4286092,26474,1466,15578059,8222,31.06,13.35,1.6
5/6/2011,593.4,604.8,585,597.3,595.7813971,66925,3259,39872670,11166,16.68,19.8,3.9
5/5/2011,576,611,575,587.65,599.9611991,310096,10684,186045568,18681,6.02,36,11.65
5/4/2011,584.9,584.9,569,574.95,575.7814537,74387,2903,42830655,18005,24.2,15.9,-9.95
5/3/2011,613.1,618,581.3,586.3,600.9673361,97141,3384,58378568,34345,35.36,36.7,-26.8
5/2/2011,616,623.8,611.95,615.45,616.2981773,87069,2064,53660466,41307,47.44,11.85,-0.55
4/29/2011,630,635,607.8,615.5,621.8605392,210812,7078,131095664,25035,11.88,27.2,-14.5
4/28/2011,640,649.9,622.7,626.25,637.4532267,192599,6562,122772854,31898,16.56,27.2,-13.75
4/27/2011,638.75,656.7,625.2,635.3,642.5542638,1000547,29815,642905741,54835,5.48,31.5,-3.45
4/26/2011,590,691.9,571.6,632.15,649.6423947,3067625,77660,1992859251,194798,6.35,120.3,42.15
4/25/2011,598.7,598.7,569.2,580.1,580.1145903,131896,4292,76514794,54910,41.63,29.5,-18.6
4/21/2011,614,615.95,585.75,588.9,596.2754024,39386,1502,23484903,20198,51.28,30.2,-25.1
4/20/2011,583,613,582.75,610.15,602.2553784,118064,3529,71104679,54010,45.75,30.25,27.15
4/19/2011,575.05,586,571.1,577.3,580.308779,11892,833,6901032,4088,34.38,14.9,2.25
4/18/2011,590,598.5,573.9,576.1,587.2318639,11524,889,6767260,3280,28.46,24.6,-13.9
